               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.024705,            0.016154,           0.0049742,                   0,                   0,                   0,                   0,             0.13388,            0.019394,              0.1145,             0.00307,             0.00307,             0.00307
                  37,            0.023882,            0.014681,            0.004901,                   0,                   0,                   0,                   0,             0.13376,            0.018982,             0.11843,            0.002872,            0.002872,            0.002872
                  38,             0.02297,            0.014109,            0.004528,                   0,                   0,                   0,                   0,              0.1341,             0.01923,             0.12495,            0.002674,            0.002674,            0.002674
                  39,            0.022044,            0.014697,            0.004596,                   0,                   0,                   0,                   0,             0.13412,            0.020439,             0.12737,            0.002476,            0.002476,            0.002476
                  40,            0.023037,             0.01375,            0.004911,                   0,                   0,                   0,                   0,             0.13396,            0.020687,             0.12151,            0.002278,            0.002278,            0.002278
                  41,            0.021232,            0.014826,            0.003376,                   0,                   0,                   0,                   0,             0.13372,            0.020618,              0.1176,             0.00208,             0.00208,             0.00208
                  42,            0.022176,            0.015556,           0.0049312,                   0,                   0,                   0,                   0,             0.13386,            0.020592,             0.10166,            0.001882,            0.001882,            0.001882
                  43,            0.021514,            0.015747,           0.0040589,                   0,                   0,                   0,                   0,             0.13375,            0.020306,            0.097412,            0.001684,            0.001684,            0.001684
                  44,            0.020645,            0.015749,           0.0041273,                   0,                   0,                   0,                   0,             0.13372,            0.020302,             0.09834,            0.001486,            0.001486,            0.001486
                  45,            0.019367,             0.01372,           0.0043258,                   0,                   0,                   0,                   0,             0.13372,            0.020241,             0.10474,            0.001288,            0.001288,            0.001288
                  46,            0.019363,            0.013609,           0.0037339,                   0,                   0,                   0,                   0,              0.1338,            0.020466,             0.10481,             0.00109,             0.00109,             0.00109
                  47,            0.019294,            0.014875,           0.0043487,                   0,                   0,                   0,                   0,             0.13373,             0.02092,             0.10935,            0.000892,            0.000892,            0.000892
                  48,            0.019734,            0.013992,           0.0048541,                   0,                   0,                   0,                   0,             0.13384,            0.021118,             0.11421,            0.000694,            0.000694,            0.000694
                  49,            0.018576,            0.013964,           0.0046905,                   0,                   0,                   0,                   0,             0.13379,            0.021427,             0.11865,            0.000496,            0.000496,            0.000496
